DOCUMENT NAME, SYSTEM NAME, ROGUE-1 P, ROUGE-1 R, ROUGE-1 F, ROGUE-2 P, ROUGE-2 R, ROUGE-2 F, ROGUE-L P, ROUGE-L R, ROUGE-L F, ROUGE-E
entertainment256,pyteaser,0.31734317071172785,0.9772727272727273,0.1894273127753304,0.20631970067854233,0.9568965517241379,0.115625,0.19512331540276723,0.9772727272727273,0.1894273127753304
entertainment256,gensim,0.7061923535589614,0.8786885245901639,0.5903083700440529,0.5761154809018952,0.7783687943262412,0.45729166666666665,0.6549496733842349,0.8754098360655738,0.5881057268722467
sport174,pyteaser,0.8648648599561725,0.7619047619047619,1.0,0.8186528448699295,0.7053571428571429,0.9753086419753086,0.8349180205129082,0.7619047619047619,1.0
sport174,gensim,0.5454545414876033,1.0,0.375,0.5137614640720478,1.0,0.345679012345679,0.40630797773665345,1.0,0.375
tech086,pyteaser,0.6633663319159887,0.8701298701298701,0.536,0.5395683407802392,0.7731958762886598,0.4143646408839779,0.5993041336156214,0.8701298701298701,0.536
tech086,gensim,0.4680851019267768,0.6984126984126984,0.352,0.2868525856192759,0.5142857142857142,0.19889502762430938,0.3646351714710238,0.6507936507936508,0.328
entertainment224,pyteaser,0.8441558391566876,0.8333333333333334,0.8552631578947368,0.7864077619907627,0.7941176470588235,0.7788461538461539,0.8438712332840593,0.8333333333333334,0.8552631578947368
entertainment224,gensim,0.4385964867836258,0.6578947368421053,0.32894736842105265,0.27777777376543217,0.5,0.19230769230769232,0.3654970760234659,0.6578947368421053,0.32894736842105265
business096,pyteaser,0.6728971917372696,0.5142857142857142,0.972972972972973,0.6060606016678145,0.449438202247191,0.9302325581395349,0.5733069479967289,0.5142857142857142,0.972972972972973
business096,gensim,0.6037735806906374,1.0,0.43243243243243246,0.5172413754756243,1.0,0.3488372093023256,0.4748945186214442,1.0,0.43243243243243246
sport392,pyteaser,0.9208633043838311,0.8533333333333334,1.0,0.8875739595364308,0.8152173913043478,0.974025974025974,0.90954198640618,0.8533333333333334,1.0
sport392,gensim,0.3902438990124926,0.8888888888888888,0.25,0.31249999682508683,0.7894736842105263,0.19480519480519481,0.26390423022965864,0.8888888888888888,0.25
sport415,pyteaser,0.7022222173574322,0.8404255319148937,0.6030534351145038,0.6099290732717167,0.7889908256880734,0.49710982658959535,0.6670931488382368,0.8404255319148937,0.6030534351145038
sport415,gensim,0.6288659749957488,0.9682539682539683,0.46564885496183206,0.5249999959753473,0.9402985074626866,0.36416184971098264,0.5159562842405858,0.9682539682539683,0.46564885496183206
business132,pyteaser,0.7044025107472015,0.6588235294117647,0.7567567567567568,0.6086956471936337,0.5727272727272728,0.6494845360824743,0.697755135875319,0.6588235294117647,0.7567567567567568
business132,gensim,0.6545454501421489,1.0,0.4864864864864865,0.5999999957438776,0.9767441860465116,0.4329896907216495,0.5395060635567773,1.0,0.4864864864864865
sport357,pyteaser,0.5960264850839876,0.5625,0.6338028169014085,0.46700507114535295,0.45544554455445546,0.4791666666666667,0.5786844861134925,0.55,0.6197183098591549
sport357,gensim,0.11904761643140596,0.38461538461538464,0.07042253521126761,0.0,0.0,0.0,0.07233940928837247,0.38461538461538464,0.07042253521126761
entertainment059,pyteaser,0.552486182863771,0.5208333333333334,0.5882352941176471,0.43373493475976194,0.42857142857142855,0.43902439024390244,0.5484497895395851,0.5208333333333334,0.5882352941176471
entertainment059,gensim,0.6456692869117739,0.9761904761904762,0.4823529411764706,0.5207100552095515,0.9565217391304348,0.35772357723577236,0.5355158940619448,0.9761904761904762,0.4823529411764706
tech032,pyteaser,0.4599999961202223,0.8734177215189873,0.31221719457013575,0.32888888545688894,0.7474747474747475,0.21082621082621084,0.33185161558985754,0.8607594936708861,0.3076923076923077
tech032,gensim,0.737100732137713,0.8064516129032258,0.6787330316742082,0.6256077746734999,0.7255639097744361,0.5498575498575499,0.7119066962441039,0.7903225806451613,0.665158371040724
sport266,pyteaser,0.7866666617235556,0.7108433734939759,0.8805970149253731,0.7653061175010413,0.6944444444444444,0.8522727272727273,0.7693564838684597,0.7108433734939759,0.8805970149253731
sport266,gensim,0.7169811274243504,0.9743589743589743,0.5671641791044776,0.636363631919192,0.9545454545454546,0.4772727272727273,0.6342444221038674,0.9743589743589743,0.5671641791044776
entertainment073,pyteaser,0.6967741886085328,0.627906976744186,0.782608695652174,0.6116504804939203,0.5526315789473685,0.6847826086956522,0.6805948795564436,0.627906976744186,0.782608695652174
